session_id,user_id,content_id,genre_match,popularity,runtime,price,time_of_day,clicked,return_gap_hours
0,103,436,0.9507143064099162,7.587945476302646,140,0,afternoon,1,1.8594208514714161
0,103,152,0.6508884729488529,1.5077042112439023,109,0,morning,0,0.9868869366005173
0,103,161,0.3042422429595377,5.72280788469014,128,0,night,0,0.7722447692966574
0,103,464,0.23277134043030423,1.8154579107953872,141,0,night,0,0.1987156815341724
0,103,244,0.5924145688620425,1.4180537144799796,130,99,morning,0,0.005522117123602399
0,103,340,0.24102546602601171,7.149371669429124,123,0,night,0,0.8154614284548342
0,103,35,0.9093204020787821,3.3290198344001523,83,0,afternoon,0,0.7068573438476171
0,103,477,0.9695846277645586,7.976195410250031,113,0,afternoon,0,0.7290071680409873
0,103,351,0.9218742350231168,1.7964325184672756,141,0,morning,0,0.7712703466859457
0,103,410,0.965255307264138,6.4633082291801625,120,0,morning,0,0.07404465173409036
1,41,28,0.8631034258755935,6.609683141448022,113,0,night,1,7.029991177418603
1,41,99,0.5912977877077271,3.4724961369105776,114,0,morning,0,0.2468760628386012
1,41,431,0.713244787222995,7.847065437552077,93,0,morning,0,0.6963042728397884
1,41,380,0.10789142699330445,1.2828626711806081,131,0,afternoon,0,0.712270589924442
1,41,485,0.24929222914887494,4.693446307320667,122,0,morning,0,0.1480869299533999
1,41,86,0.8804678390152577,6.619186433204139,141,99,afternoon,0,0.9977404850489419
1,41,284,0.8036720768991145,2.6791305299743224,109,149,afternoon,0,0.266781014275285
1,41,190,0.11005192452767676,3.051416462877475,141,0,morning,0,0.9766149558326529
1,41,233,0.30478125815802903,2.4819026782864757,106,0,morning,0,0.4110370133182313
1,41,152,0.9429097039125192,3.908826388186797,131,0,morning,0,0.033050732900548385
2,129,403,0.6807054515547668,5.778411249854227,111,0,night,1,9.447237814034027
2,129,123,0.24215993827742588,8.228257807419062,148,99,afternoon,0,0.7464914051180241
2,129,470,0.5357746840747585,1.8126079304896747,138,0,morning,0,0.6496328990472147
2,129,420,0.016587828927856152,5.608837524693529,98,0,night,0,0.8492234104941779
2,129,308,0.940523264489604,4.578148189787701,118,199,morning,0,0.6576128923003434
2,129,434,0.9246936182785628,8.896054180428829,86,99,afternoon,0,0.5683086033354716
2,129,112,0.5552008115994623,5.766855205204059,81,199,afternoon,0,0.09367476782809248
2,129,99,0.7003578299727713,8.619950280144753,99,149,morning,0,0.3677158030594335
2,129,408,0.8509284487675127,9.420714947988527,115,149,afternoon,0,0.26520236768172545
2,129,310,0.44842414298624733,9.950117163497387,112,0,afternoon,0,0.24398964337908358
3,38,230,0.3930977246667604,9.02841899659402,106,0,morning,0,0.32815266747473193
3,38,448,0.8641675650719031,3.0716674141739975,127,0,night,1,4.043229681676557
3,38,192,0.6454722959071678,2.5939961146634403,109,199,morning,0,0.9818408883105311
3,38,37,0.9283185625877254,4.8536573348558285,132,0,morning,0,0.8389335020693633
3,38,116,0.2944488920695857,4.465879557417328,112,0,afternoon,0,0.8604046183116753
3,38,58,0.9300168348108319,1.633745177645895,111,99,night,0,0.25025136051586405
3,38,450,0.25416364906973876,3.657615295770449,96,149,morning,0,0.0388347344294232
3,38,477,0.2965101436477985,4.778027708016488,129,149,morning,0,0.3032655146732228
3,38,316,0.5113423988609378,5.513646652184796,124,0,afternoon,0,0.5370824271966554
3,38,471,0.027616771873704704,6.209784059568029,111,0,afternoon,0,0.3266512417960409
4,8,53,0.2715429158197419,9.687266473516928,147,149,afternoon,0,0.45825289049151663
4,8,308,0.1327454222429698,9.72583180402743,109,0,night,1,18.931544653831683
4,8,275,0.4389714207056361,1.7061074320803935,141,149,morning,0,0.9414648087765252
4,8,122,0.15643704267108605,3.252186083481358,127,0,morning,0,0.38610263780077425
4,8,373,0.6382705938433504,5.6502663168391,143,0,afternoon,0,0.9611905638239142
4,8,86,0.014393488629755868,2.0446537645622462,148,0,afternoon,0,0.9053506419560637
4,8,238,0.9795105286215086,2.577972429004047,95,0,morning,0,0.19579113478929644
4,8,222,0.6497736826427634,1.4325303177733035,148,149,night,0,0.06936130087516545
4,8,394,0.6258599157142364,5.528226327220789,80,0,morning,0,0.10077800137742665
4,8,384,0.6364035974460113,8.208543652141596,91,0,morning,0,0.018221825651549728
5,35,215,0.07118864846022899,3.8707806726438516,105,99,afternoon,0,0.4260914750469411
5,35,196,0.6928903586919394,4.135029440078776,108,0,morning,0,0.22257641757103053
5,35,277,0.9675805515202475,5.931746949232786,103,149,morning,0,0.39665160195425186
5,35,497,0.7764129607419968,4.06723186227716,141,0,morning,0,0.8918969087767766
5,35,183,0.7508710677914974,7.7908858667621415,109,199,afternoon,0,0.1466048216920255
5,35,397,0.8955232284962005,4.502815108607468,91,199,night,0,0.5133261686923929
5,35,76,0.3549051904627206,9.611207966138107,131,0,night,0,0.2332280724245278
5,35,469,0.75237452943768,8.124211393532637,136,0,morning,1,20.894725061917722
5,35,42,0.9742482085344102,9.963381178272963,84,99,morning,0,0.8631385219890039
5,35,76,0.6880300101750391,8.532674868136365,96,0,night,0,0.8803599686384168
6,145,327,0.9860010638228709,7.780403667330475,149,99,night,0,0.8137950197069487
6,145,91,0.24872415443028795,3.9722727611718867,146,0,afternoon,0,0.6847311725538793
